venue	tags
2000349	['kebab', 'lahmajun']
2000355	['bravoandy', 'margaritas', 'mexican', 'social dining', 'tacos', 'top chef', 'zagat-rated']
2000356	['br guest hospitality', 'brunch', 'chocolate bag', 'museum of natural history', 'online reservations @ www.isabllas.com', 'outdoor seating', 'upper west side', 'www.brguesthospitality.com', 'zagat', 'zagat rated']
2000358	"['jazz', ' live', "" 1940's"", ' speakeasy', ' lounge', ' dark', ' cool', ' hotel', ' bar']"
2000359	['nan']
2000360	['bakery', 'brownies', 'cakes', 'coffee', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'pudding', 'sex in the city', 'tourists', 'zagat-rated']
2000362	['bar', 'steakhouse', 'zagat-rated']
2000364	['nan']
2000370	['a-list', 'bar', 'beer', 'italian', 'wine']
2000371	['clued', 'good_mark', 'izakaya', 'j-punks', 'japanese', 'sake']
2000377	['nan']
2000381	['colonial', 'historical', 'old timey', 'shopping 28 campos-rj']
2000382	['359 1st ave not 358', 'bagel', 'cafe', 'coffee']
2000389	['bakery', 'coffee', 'ginger honey iced tea']
2000390	[' dinner', ' fish', ' meatloaf', ' paula dean', ' vegan', ' vegetarian', 'american home cooking', 'breakfast', 'lunch', 'new york', 'the real l word', 'zagat-rated']
2000395	"['beer', 'burgers', ""mac 'n cheese"", 'salads', 'sandwiches', 'wine']"
2000396	['burgers', 'pizza']
2000404	['steak']
2000408	['ask men', 'barbeque', 'bbq', 'bon appetit mag', 'bourbon', 'bravo', 'brooklyn', 'buroughs', 'cnn', 'cnn world cup', 'douchebag', 'douchebags', 'foodie', 'garment district', 'gossipgirl', 'hala hala', 'lobster', 'magazine', 'manhattan', 'mutton', 'new york magazine', 'old stuff', 'outdoor', 'outdoors', 'pipes', 'pizza', 'salmon', 'scotch', 'sport bar', 'steak', 'steak tartare', 'steakhouse', 'super fan', 'time out-new york', 'top chef', 'world cup', 'wsj', 'wsj luch box', 'zagat-rated']
2000410	['nan']
2000415	['animatronic robots', 'family friendly', 'gothic', 'horror show', 'victoriana']
2000417	['burritos', 'margaritas', 'mexican', 'mexican food', 'tacos', 'tourists']
2000419	['brunch', 'opentable']
2000422	['balthazar bread', 'bistro', 'french']
2000423	['burgers', 'classic']
2000424	['burritos', 'chips', 'salsa']
2000434	['beer', 'deli', 'sandwiches', 'smokes', 'snacks', 'soda']
2000442	['nan']
2000446	['fish', 'restaurant', 'seafood']
2000447	"['bakery', 'best coffee', 'best dessert and best space in nyc', 'brunch', 'cake', 'cash only', 'cheese cake', 'coffee', 'dessert', 'food', 'movie venue', 'restaurant', ""you've got mail!""]"
2000448	['nan']
2000449	['brooklyn', 'burgers', 'cupcakes', 'diner', 'giant muffins and coockies', 'great staff', 'hipsters', 'late night', 'milkshakes', 'munchies', 'puma social hotspot', 'specials']
2000452	['brunch', 'ceviche', 'cuban', 'hot bartender', 'latin', 'mojitos', 'sangria', 'taco cart', 'tapas', 'ty ku']
2000457	['brunch', 'diner', 'food']
2000461	['bastille day']
2000466	['nan']
2000468	['back patio', 'thai food']
2000470	['italian', 'pasta', 'wine']
2000471	['beer', 'italian', 'outdoor seating', 'pizza']
2000472	['bar', 'margaritas', 'patio']
2000473	['burgers', 'meatloaf', 'older crowd']
2000474	['bar', 'bistro']
2000476	['bar', 'brazilian', 'coffee', 'coffee shop', 'diner', 'douchebag', 'manhattan', 'patio', 'socialite', 'union square']
2000478	['great bartenders!', 'i love to eat at the bar--tom valenti is a genius', 'perfect martinis and gibsons']
2000480	['best thai food outside of thailand', 'cash only', 'garden', 'restaurant', 'soup', 'thai', 'vegetarian friendly']
2000482	['brunch', 'celebrity chef', 'cocktail list', 'creme brulee', 'frites', 'late night', 'outdoors seating', 'steak']
2000486	['food', 'italian', 'pasta']
2000494	['bowling alley', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian\\/vegan']
2000497	['bar', 'coffee', 'food', 'laptop', 'snacks', 'wifi', 'wine']
2000499	['cab drivers', 'cheap', 'delicious', 'pakistani', 'recommended', 'saag aloo', 'samosas', 'soho']
2000504	['chips', 'mango margarita', 'margaritas', 'mexican', 'salsa', 'tex mex']
2000507	['cocktail']
2000512	['delicious']
2000514	['brunch', 'pizza']
2000518	['brunch', 'dinner', 'gabrielle hamilton', 'lunch', 'prune juice', 'radishes', 'steak']
2000523	['beer', 'british', 'chips', 'credit card accepted', 'fish', 'fish and chips', 'fried mars bars', 'good_mark', 'seafood', 'standing room']
2000526	['a quest for the best burger', ' best burgers in nyc', ' dmanburger', 'brunch']
2000528	"['brooklyn', 'desserts', 'hipsters', 'pizza', 'pizzeria', 'tasty custom pizza', 'tom hanks', 'trendy', 'vegan', 'vegan pizza', 'vegan treats', ""vinnie's pizzeria""]"
2000529	['nan']
2000531	['comedy cellar', 'shwarma']
2000534	['aaron burr', 'balcony', 'bravo', 'carriage house', 'fireplace', 'photobooth', 'piano', 'romantic', 'salon', 'zagat-rated']
2000543	['burgers', 'closed', 'dj', 'martinis', 'steaks', 'sushi', 'ues']
2000544	['big ass fan', 'big ass fans', 'clued', 'masters of the universe', 'rooftop']
2000545	['japanese', 'japanese street food', 'okonomiyaki', 'snacks', 'takoyaki']
2000549	['bastille day', 'bravo', 'brooklyn', 'brunch', 'coq a vin', 'croque madame', 'french', 'futbol', 'jazz', 'live music', 'moules frites', 'park', 'ricard', 'sidewalk seating']
2000552	['coffee']
2000554	['american bistro', 'best breakfast in nyc', 'media executives', 'outside patio']
2000555	['chelsea', 'italian', 'recommended', 'wine', 'wine bar']
2000561	['nan']
2000563	['brunch', 'happy hour', 'outdoor seating']
2000564	['24 hours', 'bravo', 'bravoandy', 'brunch', 'chicken & waffles', 'hangover', 'late night', 'mac and cheese', 'open 24 hours', 'outdoor seating', 'scene', 'steak & eggs', 'top chef', 'trendy', 'zagat-rated']
2000571	[' with a twist!', 'beers', 'great southern food']
2000573	['sandwiches']
2000575	['brunch', 'open 24 hours']
2000577	['nan']
2000578	['beer', 'brewery tour', 'brooklyn', 'hipster']
2000581	['coffee', 'facebookphotosniffer', 'good_mark', 'hipsters', 'people-watching']
2000585	['ceviche', 'chips and salsa', 'happy hour', 'lobster', 'margaritas', 'mexican food margaritas tacos enchiladas rib eye c', 'monday wine lovers special']
2000590	['chicken', 'had the fish with five flavors again!  taste so good!', 'spanish & chinese restaurant', 'spanish restaurant']
2000591	['bravo', 'combo', 'fruit drinks', 'good_mark', 'hot dogs', 'papaya']
2000602	['asian fusion', 'black rice', 'cheap and tasty', 'communal tables', 'crowds', 'curry', 'food', 'manhattan', 'noise', 'noodles', 'pad thai', 'restaurant', 'tofu', 'vietnamese']
2000603	['nan']
2000608	['american', 'danny meyer', 'french', 'hiphostessnyc top pick', 'italian', 'pat lafrieda', 'zagat rated']
2000609	"[""america's first pizzeria"", 'coal oven pizza', 'pizza', 'zagat', '?']"
2000614	['nan']
2000618	['azn', 'brunch', 'fried chicken', 'thai']
2000624	['breakfast', 'coffee', 'coffeeshop', 'diner', 'discofries', 'latenight', 'liquor', 'pie']
2000626	[' 24-hours', ' dessert', ' dinner', ' espresso', ' vegan options', '24\\/7 - always open', 'beer and wine', 'bruch special $10.95', 'brunch', 'champagne cocktails', 'coffee', 'garden', 'happy hour']
2000630	['3 michelin stars', 'bravo', 'eric ripert', 'fine dining', 'french', 'michelin star', 'rated by zagat', 'restaurant', 'seafood', 'wine', 'zagat rated', 'zagat-rated']
2000631	['fried chicken', 'fried chicken joint', 'soul food', 'waffles']
2000632	['booths', 'bravo', 'celebs', 'edward sorel mural', 'fireplace', 'fran lebowitz', 'garden', 'graydon carter', 'mac & cheese']
2000638	['breakfast', 'salads']
2000639	['bravo', 'chinese', 'fried dumplings', 'scallion pancake', 'soup dumplings', 'zagat', 'zagat-rated']
2000640	['br guest hospitality', 'guacamole', 'margaritas', 'online reservations @ www.doscaminos.com', 'private room', 'salsa', 'sangria', 'tacos', 'tequila', 'www.brguesthospitality.com']
2000648	['brunch', 'jam']
2000649	['mexican']
2000653	['dumplings', 'excellence']
2000654	['bbq', 'bbq pitmaster', 'bourbon', 'burger', 'comfort food', 'kansas city ribs', 'macaroni and cheese', 'north carolina bbq', 'nymag', 'pat lafrieda', 'people', 'restaurant', 'socialite', 'tequila', 'tlc summer']
2000655	['amazing giblet gravy', 'down home breakfast', 'foodnetwork', 'fried chicken joint', 'harlem', 'lenox', 'nyc', 'restaurant', 'short ribs are delicious!', 'soul', 'soul food', 'sylvia', 'the best cornbread', 'the best red velvet cake', 'zagat']
2000656	['patio', 'portuguese']
2000662	['pizza']
2000663	['michelin star', 'wall street journal', 'wine', 'wsj']
2000669	['chinese']
2000675	['alaskan king crab', 'crab cakes', 'crabs', 'craft beers', 'happy hour', 'lobster', 'outdoor seating', 'oyster bar', 'seafood', 'wine bar']
2000676	['bravo', 'bravoandy', 'china town', 'seafood']
2000677	['nan']
2000681	['pizza']
2000686	['byow', 'cash only', 'good_mark', 'organic', 'vegan', 'vegetarian']
2000687	['nan']
2000692	['sushi']
2000695	"['bar', 'brunch', 'burgers', 'cocktails', 'cool staff', 'dinner', ""dorrian's"", 'drinks', ""enormous pannini's"", 'enormous wraps', 'food', 'fun', 'late night', 'lunch', 'outdoor seating', 'parties', 'preppy', 'redskins football', 'sports']"
2000696	['amazing italian food!', 'babaresco', 'barolo', 'joe bastianich', 'mario batali', 'wine']
2000699	['bravo', 'zagat-rated']
2000700	['#vday', 'bakery', 'bar', 'bistro', 'blackbook', 'blogger hangout', 'bouillibaise', 'bread', 'breakfast', 'briertown', 'catering', 'celebrities', 'celebrity', 'coffee', 'cookbook', 'cuisine', 'cupcake', 'delivery', 'french', 'how to make it in america', 'lunch', 'mario batali', 'nymag', 'oysters', 'pastries', 'restaurant', 'snails', 'soho', 'take-out', 'tartare', 'trendy', 'where to eat 2011', 'wsj', 'zagat-rated', 'zagat_rated']
2000711	['nan']
2000713	[' baseball', ' new york yankees', 'micky mantle']
2000717	['nan']
2000718	['burger', 'daniel boulud', 'db burger', 'french', 'theater district']
2000721	['bar', 'bravo', 'caviar sandwich', 'gossip girl', 'huffpost', 'ifc', 'oyster bar - grand central', 'pizza', 'raw bar', 'scallop pan roast', 'strip club', 'trendy', 'wsj', 'wsj lunch box', 'zagat-rated']
2000723	"['cash only', 'dessert', ""don't forget to bring cash... no plastic accepted "", 'hot people', 'italian food', 'lounge', 'luckymag', 'outdoor seating', 'pasta', 'people', 'people mag', 'people magazine', 'people vip', 'people watching', 'sexy people', 'socialite']"
2000733	['chinese']
2000740	['abita', 'bar', 'bbq', 'cajun', 'creole', 'oysters', 'raw bar', 'seafood']
2000741	['american', 'brunch', 'comfort food', 'fried chicken', 'good_mark']
2000744	['dan barber', 'michelin star']
2000749	['bone marrow', 'fried chicken', 'oysters']
2000751	['sushi']
2000753	['pasta', 'wine']
2000756	['noise']
2000764	['bbq', 'bouley', 'bravo', 'fantastic lunch', 'michelin star', 'people hot spot badge', 'people vip', 'vip', 'zagat', 'zagat-rated']
2000769	['bravo', 'brooklyn', 'cheesecake', 'dining hall', 'massive sandwiches', 'seafood', 'the original', 'zagat rated', 'zagat-rated']
2000770	['cigar']
2000771	['nan']
2000772	"[""can't get in"", 'celebrities', 'classic new york', 'no reservations', 'own your table', 'the mob']"
2000773	['@bryant park', 'bryant park grill', 'grill', 'midtown', 'nlo', 'public library', 'restaurant', 'rooftop bar', 'zaga-rated', 'zagat-rated']
2000774	['brunch', 'dinner', 'lunch']
2000781	['cuban food', 'restaurant']
2000784	['2 for 1 sangria', 'bacon wrapped shrimp', 'paella', 'private party room', 'sangria', 'spanish', 'tapas']
2000787	['daniel boulud', 'lamb', 'michelin star', 'restaurant']
2000788	['bar', 'beer', 'bloody mary', 'booze', 'brooklyn', 'brunch', 'burger', 'bustle', 'classic', 'cocktails', 'foodie', 'hipster', 'retro', 'williamsburg']
2000792	['blackbook', 'bravo', 'chicken', 'gossip girl', 'gossip girls', 'tom colicchio', 'top chef', 'zagat-rated']
2000801	['bobby flay', 'celebrity-chef', 'restaurant', 'southwest']
2000804	['bistro', 'french', 'zagat']
2000807	['cheap', 'sushi']
2000808	['nan']
2000809	['837', 'bar', 'cocktails', 'dessert', 'launch my line', 'old new york', 'restaurant', 'seafood', 'steak', 'suits', 'wine']
2000812	[' breakfast', ' dinner', ' ellen degeneres', ' lunch', ' paula dean', ' vegan', 'american', 'comfort-food', 'grilled cheese', 'hamburgers', 'macaroni and cheese', 'meatloaf', 'midwestern', 'zagat rated']
2000813	['choice eats', 'cup cake', 'egg cream', 'gossip girl', 'lime rickey', 'nymag', 'pastrami', 'sandwich', 'socialite']
2000824	['sushi']
2000830	['inexpensive', 'itallian', 'wine']
2000833	['bakery', 'cake', 'candle', 'candle cafe', 'cookies', 'farm', 'gluten-free', 'juice bar', 'local', 'organic', 'organic beer', 'organic wine', 'sustainable', 'vegan', 'vegetarian']
2000834	['foie gras', 'tasting menu']
2000837	['\\food truck\\', 'astor place', 'coffee', 'food truck', 'mobile', 'mudtruck', 'new york street coffee', 'ziggys wagon']
2000840	"['best cupcakes', 'coffee', 'cupcake', ""cupcake cafe - hell's kitchen"", 'dessert', 'just dessert', 'moriza', 'tlc summer', 'trendy', 'valentine', ""valentine's day""]"
2000841	['bistro', 'french', 'garden', 'outdoor space', 'restaurant', 'wine']
2000845	['cake', 'cheesecake', 'cheesecakes', 'dessert', 'italian', 'places to see in nyc']
2000851	['brunch']
2000859	['asian fusion', 'chinese', 'new york', 'radio city', 'restaurant', 'rockefeller center', 'times square', 'zagat-rated']
2000874	['beer', 'cheeseburger', 'dessert', 'fish', 'hamburger', 'oysters', 'puma', 'seafood', 'steak', 'wall street journal', 'wine', 'wsj', 'wsj lunch box']
2000884	['lobster roll', 'oysters', 'restaurant', 'seafood', 'sundae', 'west village']
2000885	['nan']
2000886	['indonesian', 'malaysian', 'singaporean']
2000890	['steak', 'steakhouse', 'zagat-rated']
2000899	['bar', 'burgers', 'cash only', 'cheap beer', 'great fries', 'hamburger', 'late night food', 'old stuff', 'yum yum yum']
2000905	['a bit fishy', 'bravo', 'fish', 'japanese', 'japanese food', 'loads of fish', 'lots of fish', 'rude waiter carl krebs', 'rude waiter carl krebs!!!!', 'rude waiters!!!', 'socialite', ' exclusive', ' $$$$', ' jetsetter', 'sushi', 'zagat rated']
2000907	['nan']
2000908	['bagels', 'cream cheese', 'ice coffee', 'orangina', 'perry ellis']
2000909	['nan']
2000910	['nan']
2000911	['vegetarian']
2000916	['nan']
2000917	['gastronomy', 'outside seating', 'patio', 'romantic', 'small venue']
2000920	['late night', 'pizza']
2000925	['diner', 'knish', 'kosher', 'matzoh ball soup', 'pastrami']
2000926	['italian', 'restaurant', 'tribeca']
2000928	['awesome bacon', 'bbq', 'bravo', 'brooklyn', 'cash only', 'classic ny', 'creamed spinach', 'financial district', 'gossip girl', 'grumpy waiters', 'lunch', 'porterhouse', 'schlag', 'sundae', 'time out', 'time out new york', 'timeout', 'timeout magazine', 'timeoutny', 'top chef', 'wsj', 'wsj lunchbox', 'wsj urban adventurer', 'zagat rated']
2000933	['nan']
2000938	['hipsters', 'italian', 'outdoor seating']
2000945	['burrito', 'full bar', 'late night', 'mexican food', 'tacos']
2000946	['pho', 'vietnamese']
2000948	['douchebag', 'family style', ' italian']
2000954	['chinese', 'dim sum', 'seafood']
2000955	['beer', 'burger', 'cheeseburger', 'fries', 'hooters', 'shrimp', 'surfer', 'wings']
2000957	['burlesque', 'cabaret', 'caberet', 'cocktails', 'jazz', 'live music', 'outdoor', 'park']
2000958	['bar dining', 'brunch', 'caviar', 'crab', 'dinner', 'fish', 'lounge', 'lunch', 'outdoor dining', 'oysters', 'restaurant', 'seafood', 'soho']
2000962	['chinese', 'duck', 'restaurant']
2000971	['chinatown', 'ph?']
2000974	['2chicksinc', 'aycd', 'bar', 'brunch', 'cocktails', 'martini', 'trendy']
2000980	['burgers', 'live jazz', 'live music', 'restaurant', 'spinach artichoke dip', 'steak', 'veggie burger']
2000981	['nan']
2000984	['barf', 'bellini', 'italian', 'zagat', 'zagat rated']
2000985	['drunk people', 'good_mark', 'hot dog', 'late night', 'pdt', 'tater tots', 'trendy', 'trendys', 'video games']
2000986	['nan']
2000996	['brunch', 'french bistro', 'tribeca', 'zagat-rated']
2000998	['french', 'wine']
2000999	['nan']
2001001	['chicken madras', 'phaal challenge', 'phaal curry monster']
2001002	['douchebag', 'douchebags', 'escape from nyc', 'slow service']
2001008	['bring a date', 'brooklyn', 'calamari', 'cocktails', 'dark restaurant', 'great food', 'lunch']
2001016	['nan']
2001025	['michelin star', 'zagat']
2001030	['enchiladas', 'good ambiance', ' have a dos equi', 'tacos']
2001031	"['bon appetit mag', 'bravo', 'danny meyer', 'eater 38', ""farmer's market"", 'food truck', 'manvsfood', 'michelin star', 'tom colicchio', 'topchef', 'zagat rated']"
2001035	['tapas']
2001036	['bravo', 'bravozagat', 'zagat']
2001038	['cajun food', 'jukebox']
2001043	['cocktails', 'dessert', 'friendly staff', 'great service', 'tempura green beans']
2001049	['bravo', 'vegan', 'vegetarian', 'zagat-rated']
2001050	['late night food']
2001055	['nan']
2001060	['bar', 'beijing duck', 'chinese', 'fine dining', 'restaurant']
2001063	['24 hours', 'amazing pie', 'breakfast', 'burgers', 'coffee', 'dinner', 'restaurant', 'steak']
2001064	['nan']
2001065	['french', 'wine']
2001066	['chinese restaurant', 'midtown', 'new york']
2001069	['$2 miller high life', 'all day happy hour', 'beer', 'gluten-free options', 'kids', 'pie by the pound', 'pizza', 'vegan options']
2001070	['bar', 'tapas']
2001071	['cuban', 'cuban sandwich', 'greasy']
2001073	['cuban', 'sangria', 'yuca fries']
2001075	['24 hour', 'bar', 'diner', 'perogies']
2001085	['nan']
2001086	['24 hours', 'a-lite', 'blintzes', 'bon appetit mag', 'borscht', 'breakfast', 'deliciousness', 'free wi-fi', 'gallery', 'hipsters', 'nymag', 'people hot spot', 'people vip', 'people vip badge', 'pierogies', 'raspberry iced tea', 'russians', 'socialite', 'ukraine', 'ukrainian', 'veselka', 'waffles']
2001091	['bravo', 'brunch', 'extensive wine list', 'italian', 'late night', 'panini', 'rare vos beer', 'wine']
2001092	['bar', 'bloodymary', 'brunch', 'coffee', 'dessert', 'dinner', 'happy hour', 'live music', 'lunch']
2001101	['nan']
2001105	['bowling alley', 'breakfast', 'diner', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'late night', 'latenight', 'play ground', 'record shop', 'ski area', 'vegetarian']
2001107	['nan']
2001108	['bakery', 'cappuchino', 'dessert', 'food', 'gelato', 'ice cream', 'italian', 'little italy', 'manhattan', 'pastries', 'tiramisu']
2001109	['buffet', 'churrascaria', 'dining experience', 'gossip girl', 'graphic.ly', 'great service', 'live music', 'restaurant', 'steak', 'steakhouse', 'zagat rated', 'zagat-rated', 'zagat-survey']
2001111	['cheese', 'food', 'italian wine', 'outdoor seating', 'tapas', 'wine', 'wine flights']
2001112	['nan']
2001117	['nan']
2001118	[' beer', ' chicken', ' churrasco', ' salads', ' sandwiches', ' shakes', ' wine', 'burger', 'burgers', 'milkshake']
2001119	['bento', 'japanese', 'sushi']
2001120	['nan']
2001124	['nan']
2001128	['nan']
2001129	['#turnred', 'boroughs', 'bravo', 'bravoandy', 'butter', 'frat boy', 'frat boys', 'french', 'gossip girl', 'nightclub', 'pizza', 'puma social hot spot', 'single', 'singles', 'trendy', 'turnred', 'wsj urban adventurer', 'zagat', 'zagat-rated']
2001130	['shanghainese', 'soup dumplings', 'xiao long bao']
2001137	['steak', ' wine', ' restaurant', ' foodies', ' eatnyc']
2001142	['harlem', 'mac and cheese', 'moroccan fried chicken']
2001143	[' medan', '@7ruhupdate', '@denymulyana', '@ravi brielianto', '@ricky garcia', '@sita', 'american ', ' steakhouse ', ' socialite ', ' andy cohen', 'barbeque', 'bbq', 'bravo', 'bravoandy', 'cimb niaga banjar', 'delicious', 'douchebag', 'foodie', 'frat boy', 'monfalcone', 'nightclub', 'photo booth', 'rie checked-in @perum kertasari ciamis', 'ring road', 'seafood', 'sep', 'socialite', 'steak house', 'the palm', 'top', 'top chef', 'zagat rated', 'zagat-rated']
2001152	['bravo', 'korean', 'll', 'piano', 'waterfall']
2001155	['breakfast', 'brunch', 'coffee', 'food truck', 'good_mark', 'hipster', 'mud coffee', 'wine & beer', 'x-marked']
2001156	['garden', 'lobster sandwich', 'oyster happy hour', 'oysters', 'pudding', 'sea food']
2001157	['meat packing district', 'seafood', 'steakhouse']
2001158	['korean', 'korean bbq', 'korean home cooking', 'quentin tarintino', 'restaurant']
2001163	['after hours', 'brunch', 'cocktails', 'dinner', 'lunch', 'margaritas', 'take out']
2001164	['nan']
2001165	['after work spot', 'bar', 'happy hour']
2001177	['bar', 'cheese', 'far far away', 'food', 'gelato', 'gluten free menu', 'italian', 'italian restaurant', 'joe bastianich', 'mario', 'mario batali', 'meat', 'new york', 'new york city', 'ny', 'nyc', 'olive oil', 'pasta', 'pizza', 'pizza place', 'restaurant', 'wine', 'wine bar', 'zagat', 'zagat-rated']
2001185	['nan']
2001186	['good mojitos', 'great food', ' drinks', ' entertainment', 'hip hop dancing', 'mexican food', 'mojitos', 'salsa (dance', ' that is)', 'salsa dancing', 'terrible service']
2001188	['homestyle']
2001192	['diner', 'fried chicken', 'good_mark', 'karaoke bar', 'omnivore', 'play ground', 'vegan', 'vegetarian', 'village']
2001193	['nan']
2001194	['nan']
