userid	venue_id
1034323	2026754
1043198	2021345
1214716	2000787
1091070	2022218
1049807	2000180
1110689	2000958
1029193	2000945
1053203	2001192
1050503	2019432
1104627	2145078
1070202	2029092
1008132	2021324
1002228	2007908
1026289	2011965
1091070	2035085
1020640	2009476
1027483	2399651
1048133	2008433
1057056	2000564
1054459	2004797
1216629	2014950
1017034	2061132
1107580	2000486
1058953	2009707
1039802	2000549
1134523	2000602
1031945	2012719
1149253	2034743
1060486	2072017
1013356	2027274
1024973	2085776
1091513	2022268
1053545	2064680
1034654	2015577
1157966	2161625
1002228	2004865
1143004	2000974
1252332	2017697
1036242	2128646
1182169	2019178
1193339	2102886
1248690	2016055
1048143	2000355
1258663	2001101
1233025	2008334
1222643	2013047
1004919	2013927
1062083	2015529
1013530	2000449
1047260	2015930
1117498	2001101
1040332	2000955
1029921	2009204
1008388	2051660
1023050	2051152
1018179	2001002
1208163	2001394
1064175	2006293
1149253	2015176
1002358	2007797
1006360	2015944
1026958	2013016
1002337	2061274
1202998	2039230
1045606	2044116
1065514	2000523
1086698	2001476
1018345	2001157
1045720	2024001
1208163	2018253
1006998	2008224
1027882	2018151
1002637	2007680
1002033	2014327
1236265	2012458
1029949	2006897
1021501	2006087
1013650	2000189
1029020	2001086
1059284	2019178
1131041	2026194
1234704	2008328
1050246	2001031
1002228	2014102
1001363	2000845
1146757	2004815
1043577	2001231
1137169	2010965
1034710	2015193
1084147	2001157
1179607	2026289
1062083	2020023
1000287	2003219
1008108	2003310
1181644	2057268
1031106	2004156
1024672	2015936
1039836	2033260
1038261	2051304
1038272	2024419
1054949	2001064
1059977	2000640
1255138	2016683
1006360	2007792
1055316	2001201
1120838	2000205
1001035	2004749
1172212	2133421
1043127	2012222
1242978	2046763
1006083	2039815
1006886	2021404
1000170	2005575
1082252	2026577
1024074	2039242
1219833	2003184
1006998	2010782
1062603	2035623
1210809	2041141
1063761	2017675
1071211	2135754
1012176	2013341
1026168	2010383
1143004	2000186
1031322	2004821
1207123	2001124
1034710	2004472
1068370	2082441
1094175	2011134
1043905	2068935
1069549	2000052
1024973	2021324
1054949	2039242
1013799	2035260
1012310	2018222
1057014	2000564
1093642	2017983
1253922	2012047
1012215	2122632
1222469	3443163
1040332	2053814
1219833	2123456
1181505	2013307
1039371	2000507
1053109	2017689
1029020	2017591
1066858	2021598
1043477	2010160
1049774	2027704
1087167	2130669
1054393	2099849
1013298	2136990
1068370	2024419
1201683	2033260
1018568	2006120
1247092	2001376
1037934	2006856
1022239	2031117
1083311	2143225
1047683	2051231
1024973	2042406
1042406	2021558
1087557	2069265
1000287	2023374
1156694	2276983
1029366	2001066
1118746	2015189
1030935	2021397
1059796	2021547
1049255	2006120
1231094	2021677
1057056	2009870
1118709	2061285
1105313	2036580
1068691	2151381
1019335	2008832
1229361	2005622
1208163	2004705
1025336	2101591
1048071	2009460
1040407	2000909
1069614	2029910
1136058	2010904
1053938	2029660
1003517	2000917
1149253	2007859
1058856	2071745
1066089	2001036
1009962	2020969
1178067	2043225
1043198	2021345
1188400	2025295
1006998	2124164
1091070	2022218
1045063	2006375
1205455	2009464
1200408	2003421
1014842	2009892
1202050	2004556
1086038	2003201
1065308	2116552
1053783	2013589
1027783	2015599
1057014	2006793
1059796	2027315
1000245	2012862
1233597	2015261
1031035	2082051
1049702	4154515
1001771	2066081
1188400	2019178
1062189	2001360
1053523	2017835
1078151	2103535
1149253	2015176
1029638	2008510
1011315	2000142
1038456	2015061
1002337	2019666
1045534	2161625
1047859	2021166
1238527	2009953
1013383	2006855
1182169	2026193
1040407	2016671
1061583	2082441
1002443	2015743
1051445	2037990
1017238	2082634
1044699	2007796
1062736	2020184
1132803	2004156
1002033	2014327
1052977	2000841
1149874	2057281
1023408	2007796
1252332	2004376
1017238	2009209
1111375	2034618
1208163	2010282
1121056	2000602
1185251	2624655
1265965	2000200
1023524	2082328
1014860	2000578
1043136	2033149
1108537	2005054
1014141	2017698
1249065	2011856
1032257	2022183
1023634	2006251
1038456	2175522
1024672	2011129
1053489	2022463
1144261	2181750
1059796	2124204
1032791	2065189
1133970	2000371
1009264	2000609
1025425	2001448
1032552	2004529
1178067	2017692
1049161	2030863
1010675	2004561
1250033	2034133
1059796	2021547
1100409	2021237
1004730	2008606
1028031	2000086
1149253	2034743
1073518	2059059
1071236	2000908
1000072	2012222
1237070	2001268
1091070	2035085
1105313	2025118
1147510	2082051
1031014	2034618
1055238	2016020
1049391	2014828
1036758	2001092
1045063	2013093
1116062	2001292
1037676	2000507
1075708	2018063
1021380	2000564
1034710	2005779
1062189	2012215
1098568	2026754
1101206	2019778
1117498	2001101
1030935	2013519
1263441	2082051
1021652	2009209
1013600	2009684
1061583	2000946
1001586	2079919
1036865	2012231
1017238	2192063
1087042	2000531
1001267	2029079
1029020	2010814
1068595	2059804
1076627	2011362
1225202	2015743
1053868	2019782
1125665	2031517
1236265	2012700
1017949	2564216
1021380	2057674
1103741	2016675
1029211	2013897
1180883	2015501
1146757	2001050
1090814	2021861
1059931	2008115
1032939	2030381
1029575	2026324
1026729	2015420
1011075	2000751
1059867	2025751
1053430	2002585
1003793	2017741
1029832	2000700
1241131	2012118
1256415	2001152
1001731	2013547
1002228	2004615
1059796	2011998
1059361	2043817
1059796	2007920
1086797	2026199
1002874	2010256
1044739	2000360
1025336	2003184
1004697	2001031
1045533	2027966
1116631	2006418
1090814	2001394
1072170	2011362
1021380	2001554
1201683	2017697
1070202	2076162
1146485	2001395
1193073	2000449
1017874	2120475
1020640	2000907
1258663	2000102
1011418	2006906
1069153	2007542
1000556	2006287
1015247	2114619
1143004	2051969
1012246	2003184
1039279	2023209
1093379	2000833
1013298	2047030
1011067	2003347
1135690	2023258
1051445	2064971
1062722	2023014
1112549	2000141
1082146	2011792
1001002	2016437
1142669	2003521
1042283	2005960
1134677	2031949
1056771	2013146
1097426	2000316
1040253	2049624
1092202	2000482
1034654	2080645
1034887	2011872
1046494	2110119
1039105	2006808
1094014	2013341
1039619	2000047
1211167	2011846
1002033	2014327
1054847	2013145
1048044	2073254
1049029	2139117
1000670	2017282
1265904	2140749
1011367	2075007
1022658	2005269
1001416	2009463
1101206	2064714
1150863	2017698
1133970	2041096
1130314	2011907
1022982	2012222
1024915	2075338
1139818	2005648
1034323	2008164
1006998	2114619
1059283	2000408
1015828	2037983
1047260	2015930
1014860	2011872
1152794	2107629
1051957	2435580
1171559	2004156
1238517	2009209
1193653	2009436
1006998	2124164
1039105	2004797
1012991	2036438
1080552	2029816
1002949	2071745
1085609	2000177
1018345	2016744
1083935	2049736
1080552	2029816
1195588	2000845
1042404	2041961
1106704	2023976
1052086	2000360
1085579	2037906
1059396	2021817
1056535	2102886
1017034	2061132
1024506	2006856
1029921	2002534
1193079	2009035
1004646	2131291
1091102	2002623
1000556	2000884
1026273	2019780
1117498	2001101
1040253	2001086
1068496	2026289
1166053	2005744
1002228	2046923
1104634	2001218
1017238	2082634
1041376	2013624
1039371	2000472
1059122	2016126
1003266	2012636
1009253	2108420
1060211	2000271
1011135	2008046
1152794	2000773
1020537	2148562
1200187	2019700
1030961	2007455
1063524	2019808
1257066	2000205
1000943	2011055
1080552	2029816
1034323	2018167
1015828	2032765
1066871	2005515
1079486	2502393
1021501	2001109
1175516	2007656
1075708	2015351
1178972	2110119
1024360	2001066
1013356	2019518
1008146	2007723
1048669	2045373
1023487	2148156
1058900	2007796
1018799	2081254
1102967	2030907
1073961	2168590
1008952	2039242
1063433	2039242
1021452	2011635
1117498	2001101
1081157	2012833
1086698	2006995
1099922	2098702
1013999	2012927
1023003	2001143
1061060	2027817
1017238	2362400
1008561	2004840
1096724	2122862
1029466	2124204
1020714	2021291
1002442	2016119
1055758	2014117
1024973	2016811
1061683	2044441
1171647	2011930
1001586	2007796
1230811	2007723
1082732	2001395
1025587	2009934
1251235	2020836
1049381	2039072
1039836	2015743
1138054	2011881
1024973	2042406
1087042	2000531
1129977	2008706
1078151	2103535
1204573	2035085
1073127	2030828
1032880	2002534
1105313	2012458
1001513	2010897
1045533	2013261
1045533	2027966
1147677	2114619
1040536	2011100
1033862	2031853
1034460	2009726
1173942	2022351
1214716	2000575
1233597	2015261
1031466	2011884
1000850	2000808
1163008	2029422
1181940	2044192
1051445	2064971
1014141	2007332
1020092	2007455
1204573	2035085
1017516	2011112
1008952	2039242
1001768	2015351
1001002	2011954
1042283	2005960
1031163	2013459
1000133	2080350
1249013	2020077
1256434	2054085
1034461	2016364
1181940	2108345
1036138	2031748
1136058	2000899
1077823	2021476
1067859	2021598
1006243	2502393
1000748	2010965
1012991	2132953
1048197	2004156
1037676	2000507
1251235	2000899
1103693	2004547
1051957	2031042
1256434	2054085
1051957	2064674
1130681	2162131
1051445	2064971
1059122	2013915
1017734	2003184
1043734	2151325
1026015	2012049
1056139	2086250
1237785	2131291
1025039	2015323
1073774	2013108
1247274	2079404
1079452	2007798
1059283	2075701
1012215	2003184
1201683	2008334
1014543	2001036
1066456	2006381
1059796	2012496
1016602	2010604
1184856	2016625
1059284	2013904
1028946	2013359
1163156	2011252
1093634	2004918
1049029	2139117
1062792	2067049
1143429	2009468
1059284	2021038
1042667	2011446
1001106	2015743
1056620	2026139
1065514	2057918
1068798	2015258
1058686	2045448
1230376	2001376
1045533	2014250
1028102	2014355
1195669	2021070
1122968	2013897
1217394	2030863
1181644	2013227
1049255	2000449
1059796	2013146
1016180	2011214
1051914	2120475
1001752	2079908
1220130	2012493
1000850	2023209
1185460	2000172
1066441	2022261
1049807	2001035
1056139	2017316
1054289	2003201
1010909	2013396
1034323	2008164
1002033	2014327
1059867	2000472
1010469	2010324
1041751	2023209
1020640	2009476
1255138	2047569
1090175	2002524
1106704	2021455
1147338	2019939
1098314	2004556
1037946	2006881
1091102	2006793
1037391	2075007
1016915	2021387
1129680	2000928
1082146	2004815
1000133	2027720
1040199	2008643
1045533	2011881
1077823	2003218
1105154	2012468
1110949	2012903
1122968	2057328
1082146	2000025
1086038	2037842
1055150	2102886
1122760	2001473
1185251	2010800
1024274	2015009
1055358	2030828
1039836	2015743
1019741	2001501
1108636	2013446
1045720	2012875
1050267	2007796
1014716	2006856
1240799	2005553
1053783	2012991
1168813	2022261
1022056	2011882
1060046	2000025
1021380	2014990
1112676	2013308
1231094	2006293
1061583	2007994
1045720	2001483
1031466	2012055
1018151	2042728
1054405	2041096
1018151	2011872
1250505	2044899
1013880	2000167
1088331	2027966
1068496	2044065
1037235	2004556
1206885	2013073
1240799	2029471
1117498	2096751
1072909	2026200
1181644	2006222
1213188	2066081
1144263	2033471
1074134	2025353
1058020	2011806
1082113	2000025
1021380	2001554
1021380	2013921
1081824	2037455
1118709	2001008
1048637	2016020
1052589	2020714
1249013	2016466
1014141	2004987
1028031	2000123
1093634	2004918
1038272	2021291
1048161	2127512
1017034	2175904
1058856	2018253
1250048	2189579
1051957	2435580
1081824	2005991
1002501	2004156
1002131	2003205
1186067	4133943
1099922	2166526
1001106	2007920
1092420	2000123
1048639	2021598
1028761	2047569
1149253	2025864
1143431	2009780
1049029	2139117
1109231	2027025
1055358	2028039
1195588	2004532
1046697	2011147
1037005	2058494
1030502	2003575
1076657	2170700
1050631	2070970
1266532	2019182
1021881	2001492
1054251	2023258
1051957	2022351
1061245	2024319
1066463	2624655
1199027	2000812
1039302	2017879
1068155	2001157
1048083	2012495
1021380	2011134
1031466	2000382
1015247	2000205
1181644	2001554
1023264	2000278
1001192	2000653
1038058	2033222
1141204	2020497
1001834	2012094
1009803	2004843
1022335	2028675
1175516	2012617
1116062	2000813
1098753	2042775
1025336	2004853
1204573	2000210
1015206	2006510
1138360	2028675
1007860	2004156
1039105	2000316
1000288	2009953
1257034	2010965
1159682	2110119
1020423	2021545
1051445	3285202
1087167	2008115
1088996	2038353
1047991	2015693
1163008	2024518
1001513	2012568
1024506	2000138
1143429	2057043
1027184	2002593
1143004	2008844
1016474	2013984
1030961	2051304
1090580	2012575
1025336	2004821
1013999	2012927
1015492	2001050
1058774	2031973
1034323	2008164
1147899	2000278
1076657	2033743
1184931	2012833
1025336	2016504
1103726	2000984
1024436	2001177
1201445	2025376
1013383	2025967
1023687	2726679
1076627	2176025
1026970	2033542
1012314	2151381
1031943	2095612
1000850	2003184
1001193	2014494
1048044	2011872
1058900	2003449
1052962	2009263
1068370	2082441
1044739	2071070
1230376	2022366
1024915	2080406
1062736	2068216
1031106	2006120
1229361	2036707
1068370	2082441
1100409	2008713
1032021	2003266
1005742	2020077
1020423	2000349
1028880	2030525
1004787	2027050
1014838	2005874
1178972	2021029
1184856	2005455
1001319	2047569
1054488	2029309
1094175	2039242
1043127	2012621
1025321	2023989
1057056	2010824
1109481	2001305
1002448	2075007
1237785	2017228
1032447	2001282
1013480	2069521
1105154	2021324
1241131	2012118
1076791	2010965
1020640	2018009
1237512	2053085
1025321	2016055
1020714	2027780
1000288	2000654
1021389	2008020
1059122	2106066
1032738	2061274
1002874	2009664
1043905	2000494
1043127	2051152
1049805	2039230
1249013	2001129
1101206	2126154
1037459	2210037
1072667	2015139
1062722	2073222
1026202	2011954
1080487	2013016
1050730	2021395
1107530	2004734
1078137	2004987
1224242	2074450
1029320	2030863
1169728	2029422
1260743	2014196
1068295	2039261
1002228	2000473
1000556	2012493
1059959	2007203
1181505	2017675
1051957	2435580
1198847	2009264
1011908	2031133
1032939	2015146
1058220	2008046
1037005	2002561
1144261	2181750
1074134	2082254
1011535	2176425
1032939	2029670
1057014	2006793
1048637	2811401
1198603	2027994
1022896	2020622
1021380	2219928
1026201	2009497
1083935	2057328
1039105	2000958
1040536	2001231
1016255	2008135
1022259	2039242
1041875	2000025
1083069	2006578
1219658	2016254
1051939	2000447
1051957	2435580
1048071	2020280
1017238	2362400
1032744	3782104
1029052	2018177
1035730	2028127
1050631	2070970
1036704	2022366
1181644	2013227
1034625	2021324
1025587	2000700
1051445	2064971
1014287	2804605
1039302	2000449
1004919	2110941
1012310	2003266
1013450	2011902
1002448	2034591
1048044	2015323
1096795	2026256
1073449	2004461
1044226	2012374
1208163	2110119
1040771	2018222
1050620	2011998
1135690	2007095
1051445	2064971
1022719	2005918
1015828	2020856
1036055	2000205
1069593	2011100
1034323	2000514
1052086	2010835
1034323	2008164
1061683	2005426
1100409	2027033
1041376	2051152
1180959	2026289
1091070	2022218
1204573	2000210
1048208	2014828
1039802	2012818
1080552	2029816
1186394	2078297
1005067	2022366
1046901	2030863
1217270	2015193
1025110	2005918
1060486	2000047
1015275	2017415
1088331	2005744
1213346	2001222
1055358	2030828
1034460	2001271
1081288	2019669
1078151	2103535
1021282	2033001
1211609	2021455
1015602	2012053
1140534	2015456
1039968	2051152
1053706	2023379
1034323	2012049
1045533	2009108
1017476	2005612
1087874	2006856
1017238	2009209
1066456	2000577
1004403	2145830
1021380	2014990
1249013	2023468
1057014	2000349
1088331	2013929
1055222	2000042
1093379	2098472
1008388	2000554
1142669	2068935
1061060	2031949
1106855	2019644
1011947	2013394
1002637	2007680
1059931	2000020
1126257	3760748
1014965	2000564
1028946	2039230
1219658	2017777
1078275	2013447
1216787	2049484
1027483	2132346
1000752	3654176
1059179	2001071
1038074	2020006
1145413	2031748
1181455	2024002
1015275	2000744
1021452	2035085
1027483	2019393
1001317	2012617
1047505	2066081
1234704	2146020
1077887	2039120
1034592	2070790
1004683	2001492
1037210	2001177
1012542	2726679
1006709	2000808
1001416	2008959
1017238	2009209
1130681	2049484
1018568	2006120
1020714	2019518
1020640	2001163
1081824	2007670
1011571	2007069
1091070	2022218
1037676	2020500
1034323	2013682
1075708	2015351
1060893	2005004
1059638	2164722
1077887	2075955
1032744	2051231
1052970	2175904
1043905	2017795
1068155	2012458
1188400	2019178
1038074	2006120
1000102	2001376
1059612	2011100
1090814	2022424
1079142	2006293
1026055	2014914
1107580	2012053
1020018	2001163
1029575	2017494
1006083	2001086
1007648	2022424
1047699	2027720
1058856	2013630
1081824	2001271
1258400	2049727
1040661	2001490
1043861	2147002
1059283	2033260
1029958	2007677
1008013	2000561
1265904	2140749
1034323	2004829
1048276	3598475
1097287	2006313
1045720	2029594
1001106	2004156
1041557	2015015
1090814	2022424
1004154	2110941
1239013	2002623
1033862	2031853
1240799	2144058
1056139	2086250
1002709	2112711
1015992	2121264
1084851	2028841
1020423	2018071
1017874	2006861
1012991	2000925
1053930	2012818
1002228	2885559
1045808	2000337
1230376	2019837
1173878	2000608
1053938	2042655
1010503	2009305
1035270	2002593
1018179	2147002
1031251	2028369
1247092	2009707
1109481	2038920
1039619	2008224
1107530	2003372
1054251	2025146
1062274	2007796
1034872	2052287
1000556	2001407
1072667	2010604
1096231	2032770
1093379	2006224
1148377	2001316
1097107	2000655
1241131	2000564
1060486	2003184
1003517	2000549
1202050	2001118
1237785	2017228
1008388	2000773
1039105	2019433
1015495	2009495
1048044	2001002
1097363	2021661
1033862	2021841
1239013	2014494
1006998	2124164
1053706	2004156
1050730	2386324
1178106	2010635
1028938	2171348
1036138	2057404
1148897	2040088
1072800	2015550
1026055	2002540
1045720	2025791
1050503	2129237
1048083	2133203
1204208	2003235
1057014	2001216
1049029	2139117
1050713	2039242
1047505	2011934
1002874	2005614
1034323	2018167
1015247	2114619
1133970	2010824
1151351	2111069
1047572	2016671
1188400	2004612
1051445	2064971
1017023	2000681
1077823	2005939
1021380	2081579
1151828	2007521
1201683	2005222
1148605	2001108
1059959	2005222
1059867	2009953
1015598	2143883
1041751	2015314
1027935	2012232
1008952	2039242
1047542	2000189
1032744	2007723
1010962	2007723
1042937	2031027
1188400	2012906
1002448	2011114
1054405	2041096
1013895	2003184
1025624	2008334
1221886	2076901
1036055	2000205
1222359	2139866
1024873	2015341
1217394	2030863
1053109	2005918
1047505	2005874
1092202	2022463
1184856	2045847
1011947	2012862
1022719	2000985
1233025	2015529
1133970	2061274
1230811	2111069
1022601	2006790
1045533	2027966
1106855	2004156
1080552	2241410
1074134	2025353
1024794	2013341
1049391	2001554
1044581	2014188
1033862	2044495
1039105	2102886
1230811	2004461
1064748	2049340
1052230	2033846
1098756	2005622
1004241	2042705
1067859	2001050
1031163	2013459
1001042	2000204
1035819	2000476
1052589	2022366
1043127	2012833
1087167	2010777
1091102	2013391
1133970	2041096
1017374	2013245
1179607	2028675
1058686	2001329
1239426	2025146
1037676	2000980
1124076	2016953
1097744	2000205
1145611	2000899
1075708	2006222
1001296	2052205
1062736	2039261
1027367	2014855
1031083	2085008
1069093	2001492
1034625	2042706
1125639	2045831
1032021	3283376
1040536	2022366
1039836	2023119
1082732	2023055
1049812	2036707
1030476	2007557
1250753	2000404
1082113	2000189
1026583	2000172
1224175	2000278
1028938	2040144
1104634	3001525
1049812	2005779
1048637	2176425
1209734	2037641
1235830	2037273
1002637	2000925
1059179	2017465
1134677	2001379
1096231	2011252
1052312	2004821
1019732	2012252
1002637	2016126
1104634	2030381
1051971	2000578
1038272	2053848
1053545	2132016
1071312	2052878
1006083	2013630
1027483	2132346
1108636	2007723
1146757	2049111
1091568	2013589
1090814	2076581
1059638	2164722
1048133	2114619
1051957	2435580
1034460	2021455
1043127	2009250
1054405	2041096
1057581	2057918
1008388	2026207
1047328	2016195
1230969	2031973
1029211	2013897
1198662	2013740
1130314	2009707
1042406	2015071
1097287	2074668
1025110	2013047
1025152	2004848
1028310	2029405
1001537	2023187
1133970	2015085
1258400	2049727
1207123	2070160
1051445	2064971
1125639	2045831
1003793	2008228
1041557	2020622
1006318	2006023
1069093	2004556
1189342	2011902
1053545	2007297
1074134	2001220
1048550	2012009
1188400	2012906
1071211	2029422
1083311	2143225
1032208	2393798
1012194	2039242
1021380	2007535
1016170	2037842
1053203	2001192
1021501	2009953
1176753	2000114
1265904	2140749
1036865	2020836
1048161	2013904
1256434	2054085
1014506	2034596
1015247	2000555
1051957	2435580
1132803	2004156
1182169	2031875
1058020	2006293
1059796	2010799
1017730	2000020
1020423	2012119
1227258	2020383
1033560	2006856
1049774	2006251
1229361	2015529
1034323	2004318
1080503	2004156
1003125	2020553
1005067	2147002
1103741	2000424
1009595	2000675
1049702	2015541
1116062	2001220
1006083	2012735
1062935	2000578
1019066	2011682
1025321	2015087
1055150	2011990
1024672	2035085
1148897	2000177
1230805	2013015
1021501	2000422
1031106	2004448
1132611	2704396
1211609	3225401
1091070	2000316
1061109	2006293
1037676	2000713
1072909	2046736
1073518	2019782
1004241	2000771
1069093	2007723
1052563	2019359
1105100	2042706
1088105	2014924
1125665	2026194
1035434	2004156
1050152	2004549
1025321	2000938
1064130	2000837
1184856	3760748
1053708	2023124
1139525	2001177
1059456	2027720
1006998	2000998
1198227	3760748
1022938	2000700
1193073	2007913
1171559	2044441
1038272	2010965
1149548	2004640
1046145	2031047
1120193	2016220
1032880	2011681
1062189	2000177
1000287	2065011
1040736	2017710
1250505	2044899
1122968	2023313
1025041	2008228
1031971	2029483
1029177	2039242
1070839	2560405
1001834	2005455
1150863	2122072
1014046	2025562
1051914	2000899
1024506	2000575
1024915	2011681
1071211	2035833
1029320	2019879
1051939	2011934
1002538	2144620
1020423	2000349
1199925	2004839
1039619	2102886
1003517	2885559
1096032	2013463
1144261	2181750
1149253	2034743
1044792	2013924
1072170	2001156
1049522	2002666
1048639	2023119
1147677	2011112
1001834	2003284
1129977	2006380
1104705	2012215
1022335	2015323
1059931	2010835
1050503	2022218
1216812	2011137
1061109	2001031
1025321	2004156
1059740	2004821
1031971	2002666
1014119	2006224
1061583	2000946
1145413	2007234
1109481	2166334
1250753	2000681
1147338	2045393
1055358	2025960
1022239	2004920
1068370	2082441
1086038	2001155
1028357	2011655
1043577	2011637
1156694	2008133
1264033	2021660
1048208	2014197
1059284	2004734
1019335	2008046
1001581	2008025
1133970	3995366
1263418	2038353
1021380	2010604
1037037	2012508
1030526	2016671
1017566	2020489
1053706	2016119
1000570	2001372
1051445	2064971
1128912	2001492
1224175	2007913
1056139	2017316
1204208	2006635
1022495	2000239
1050267	2232087
1028102	2014355
1031163	2033826
1130957	2001065
1072667	2023917
1062068	2016350
1223170	2014713
1250033	2034133
1021380	2013212
1022531	2009156
1051445	2003524
1091070	2035085
1088489	2012991
1059796	2013146
1178972	2016254
1224175	2007913
1091774	2021558
1058900	2017465
1060211	2000543
1002637	2007680
1028031	2013174
1103726	2032869
1028880	2030926
1002605	2009262
1105848	2000390
1078099	2024535
1078137	2001109
1135368	2054044
1247092	2044353
1147338	2045393
1088716	2074896
1005663	2000974
1044555	2000466
1004646	2041961
1056620	2017955
1073138	2000423
1083935	2045393
1201445	2030444
1024973	2085776
1080552	2143888
1022658	2001430
1034323	2008164
1107963	2004608
1041694	2025708
1024506	2068829
1021389	2032220
1075708	2036462
1086821	2078422
1025587	2017741
1056608	2001065
1086647	2006313
1014506	2025864
1014455	2003278
1058063	2023209
1034460	2001223
1020640	2000564
1097426	2001163
1059283	2026570
1024915	2000555
1200187	2009821
1062189	2012700
1017533	2005918
1197936	2001268
1073449	2136905
1115882	2013145
1115260	2047247
1040422	2031112
1073726	2021324
1004407	2017282
1055098	2069521
1027483	2132346
1088716	2097287
1186067	2017171
1073138	2043795
1000104	2025597
1059283	2018170
1016535	2000985
1054289	2024154
1083935	2057328
1120838	2011802
1038456	2007999
1054251	2021455
1058856	2057404
1248030	2029705
1014945	2001105
1006764	2009170
1011571	2016816
1225770	2000654
1262559	2011178
1022259	2010604
1068798	2009498
1002637	2102886
1216629	2032374
1011067	2000723
1013450	2105699
1024915	2009150
1230811	2001220
1031106	2026797
1069093	2001492
1025321	2013812
1038701	2000476
1018406	2003235
1159682	3283376
1022239	2004920
1013298	2136990
1039279	2001163
1076657	2149512
1002228	2022876
1021380	2057674
1030955	2074896
1145340	2014064
1055312	2043192
1021380	2000784
1053489	2013231
1020423	2015139
1004407	2020250
1093634	2004918
1079486	2001158
1044236	2011856
1091774	2007792
1222298	2021324
1040422	2001394
1027483	2011173
1048083	2133203
1211794	2011362
1074134	2057268
1207123	2102017
1073774	2032783
1001338	2001441
1017435	2023209
1019066	2015146
1255611	2021660
1083935	2057328
1011908	2039242
1047596	2004556
1030961	2051304
1219658	2015577
1017982	2013812
1029099	3598475
1050503	2019336
