userid	venue_id
u29193	v945
u53203	v1192
u50503	v19432
u104627	v145078
u70202	v29092
u8132	v21324
u2228	v7908
u26289	v11965
u91070	v35085
u20640	v9476
u27483	v399651
u48133	v8433
u57056	v564
u54459	v4797
u216629	v14950
u17034	v61132
u107580	v486
u58953	v9707
u39802	v549
u134523	v602
u31945	v12719
u149253	v34743
u60486	v72017
u13356	v27274
u24973	v85776
u91513	v22268
u53545	v64680
u34654	v15577
u157966	v161625
u2228	v4865
u143004	v974
u252332	v17697
u36242	v128646
u182169	v19178
u193339	v102886
u248690	v16055
u48143	v355
u258663	v1101
u233025	v8334
u222643	v13047
u4919	v13927
u62083	v15529
u13530	v449
u47260	v15930
u117498	v1101
u40332	v955
u29921	v9204
u8388	v51660
u23050	v51152
u18179	v1002
u208163	v1394
u64175	v6293
u149253	v15176
u2358	v7797
u6360	v15944
u26958	v13016
u2337	v61274
u202998	v39230
u45606	v44116
u65514	v523
u86698	v1476
u18345	v1157
u45720	v24001
u208163	v18253
u6998	v8224
u27882	v18151
u2637	v7680
u2033	v14327
u236265	v12458
u29949	v6897
u21501	v6087
u13650	v189
u29020	v1086
u59284	v19178
u131041	v26194
u234704	v8328
u50246	v1031
u2228	v14102
u1363	v845
u146757	v4815
u43577	v1231
u137169	v10965
u34710	v15193
u84147	v1157
u179607	v26289
u62083	v20023
u287	v3219
u8108	v3310
u181644	v57268
u31106	v4156
u24672	v15936
u39836	v33260
u38261	v51304
u38272	v24419
u54949	v1064
u59977	v640
u255138	v16683
u6360	v7792
u55316	v1201
u120838	v205
u1035	v4749
u172212	v133421
u43127	v12222
u242978	v46763
u6083	v39815
u6886	v21404
u170	v5575
u82252	v26577
u24074	v39242
u219833	v3184
u6998	v10782
u62603	v35623
u210809	v41141
u63761	v17675
u71211	v135754
u12176	v13341
u26168	v10383
u143004	v186
u31322	v4821
u207123	v1124
u34710	v4472
u68370	v82441
u94175	v11134
u43905	v68935
u69549	v52
u24973	v21324
u54949	v39242
u13799	v35260
u12310	v18222
u57014	v564
u93642	v17983
u253922	v12047
u12215	v122632
u222469	v1443163
u40332	v53814
u219833	v123456
u181505	v13307
u39371	v507
u53109	v17689
u29020	v17591
u66858	v21598
u43477	v10160
u49774	v27704
u87167	v130669
u54393	v99849
u13298	v136990
u68370	v24419
u201683	v33260
u18568	v6120
u247092	v1376
u37934	v6856
u22239	v31117
u83311	v143225
u47683	v51231
u24973	v42406
u42406	v21558
u87557	v69265
u287	v23374
u156694	v276983
u29366	v1066
u118746	v15189
u30935	v21397
u59796	v21547
u49255	v6120
u231094	v21677
u57056	v9870
u118709	v61285
u105313	v36580
u68691	v151381
u19335	v8832
u229361	v5622
u208163	v4705
u25336	v101591
u48071	v9460
u40407	v909
u69614	v29910
u136058	v10904
u53938	v29660
u3517	v917
u149253	v7859
u58856	v71745
u66089	v1036
u9962	v20969
u178067	v43225
u43198	v21345
u188400	v25295
u6998	v124164
u91070	v22218
u45063	v6375
u205455	v9464
u200408	v3421
u14842	v9892
u202050	v4556
u86038	v3201
u65308	v116552
u53783	v13589
u27783	v15599
u57014	v6793
u59796	v27315
u245	v12862
u233597	v15261
u31035	v82051
u49702	v2154515
u1771	v66081
u188400	v19178
u62189	v1360
u53523	v17835
u78151	v103535
u149253	v15176
u29638	v8510
u11315	v142
u38456	v15061
u2337	v19666
u45534	v161625
u47859	v21166
u238527	v9953
u13383	v6855
u182169	v26193
u40407	v16671
u61583	v82441
u2443	v15743
u51445	v37990
u17238	v82634
u44699	v7796
u62736	v20184
u132803	v4156
u2033	v14327
u52977	v841
u149874	v57281
u23408	v7796
u252332	v4376
u17238	v9209
u111375	v34618
u208163	v10282
u121056	v602
u185251	v624655
u265965	v200
u23524	v82328
u14860	v578
u43136	v33149
u108537	v5054
u14141	v17698
u249065	v11856
u32257	v22183
u23634	v6251
u38456	v175522
u24672	v11129
u53489	v22463
u144261	v181750
u59796	v124204
u32791	v65189
u133970	v371
u9264	v609
u25425	v1448
u32552	v4529
u178067	v17692
u49161	v30863
u10675	v4561
u250033	v34133
u59796	v21547
u100409	v21237
u4730	v8606
u28031	v86
u149253	v34743
u73518	v59059
u71236	v908
u72	v12222
u237070	v1268
u91070	v35085
u105313	v25118
u147510	v82051
u31014	v34618
u55238	v16020
u49391	v14828
u36758	v1092
u45063	v13093
u116062	v1292
u37676	v507
u75708	v18063
u21380	v564
u34710	v5779
u62189	v12215
u98568	v26754
u101206	v19778
u117498	v1101
u30935	v13519
u263441	v82051
u21652	v9209
u13600	v9684
u61583	v946
u1586	v79919
u36865	v12231
u17238	v192063
u87042	v531
u1267	v29079
u29020	v10814
u68595	v59804
u76627	v11362
u225202	v15743
u53868	v19782
u125665	v31517
u236265	v12700
u17949	v564216
u21380	v57674
u103741	v16675
u29211	v13897
u180883	v15501
u146757	v1050
u90814	v21861
u59931	v8115
u32939	v30381
u29575	v26324
u26729	v15420
u11075	v751
u59867	v25751
u53430	v2585
u3793	v17741
u29832	v700
u241131	v12118
u256415	v1152
u1731	v13547
u2228	v4615
u59796	v11998
u59361	v43817
u59796	v7920
u86797	v26199
u2874	v10256
u44739	v360
u25336	v3184
u4697	v1031
u45533	v27966
u116631	v6418
u90814	v1394
u72170	v11362
u21380	v1554
u201683	v17697
u70202	v76162
u146485	v1395
u193073	v449
u17874	v120475
u20640	v907
u258663	v102
u11418	v6906
u69153	v7542
u556	v6287
u15247	v114619
u143004	v51969
u12246	v3184
u39279	v23209
u93379	v833
u13298	v47030
u11067	v3347
u135690	v23258
u51445	v64971
u62722	v23014
u112549	v141
u82146	v11792
u1002	v16437
u142669	v3521
u42283	v5960
u134677	v31949
u56771	v13146
u97426	v316
u40253	v49624
u92202	v482
u34654	v80645
u34887	v11872
u46494	v110119
u39105	v6808
u94014	v13341
u39619	v47
u211167	v11846
u2033	v14327
u54847	v13145
u48044	v73254
u49029	v139117
u670	v17282
u265904	v140749
u11367	v75007
u22658	v5269
u1416	v9463
u101206	v64714
u150863	v17698
u133970	v41096
u130314	v11907
u22982	v12222
u24915	v75338
u139818	v5648
u34323	v8164
u6998	v114619
u59283	v408
u15828	v37983
u47260	v15930
u14860	v11872
u152794	v107629
u51957	v435580
u171559	v4156
u238517	v9209
u193653	v9436
u6998	v124164
u39105	v4797
u12991	v36438
u80552	v29816
u2949	v71745
u85609	v177
u18345	v16744
u83935	v49736
u80552	v29816
u195588	v845
u42404	v41961
u106704	v23976
u52086	v360
u85579	v37906
u59396	v21817
u56535	v102886
u17034	v61132
u24506	v6856
u29921	v2534
u193079	v9035
u4646	v131291
u91102	v2623
u556	v884
u26273	v19780
u117498	v1101
u40253	v1086
u68496	v26289
u166053	v5744
u2228	v46923
u104634	v1218
u17238	v82634
u41376	v13624
u39371	v472
u59122	v16126
u3266	v12636
u9253	v108420
u60211	v271
u11135	v8046
u152794	v773
u20537	v148562
u200187	v19700
u30961	v7455
u63524	v19808
u257066	v205
u943	v11055
u80552	v29816
u34323	v18167
u15828	v32765
u66871	v5515
u79486	v502393
u21501	v1109
u175516	v7656
u75708	v15351
u178972	v110119
u24360	v1066
u13356	v19518
u8146	v7723
u48669	v45373
u23487	v148156
u58900	v7796
u18799	v81254
u102967	v30907
u73961	v168590
u8952	v39242
u63433	v39242
u21452	v11635
u117498	v1101
u81157	v12833
u86698	v6995
u99922	v98702
u13999	v12927
u23003	v1143
u61060	v27817
u17238	v362400
u8561	v4840
u96724	v122862
u29466	v124204
u20714	v21291
u2442	v16119
u55758	v14117
u24973	v16811
u61683	v44441
u171647	v11930
u1586	v7796
u230811	v7723
u82732	v1395
u25587	v9934
u251235	v20836
u49381	v39072
u39836	v15743
u138054	v11881
u24973	v42406
u87042	v531
u129977	v8706
u78151	v103535
u204573	v35085
u73127	v30828
u32880	v2534
u105313	v12458
u1513	v10897
u45533	v13261
u45533	v27966
u147677	v114619
u40536	v11100
u33862	v31853
u34460	v9726
u173942	v22351
u214716	v575
u233597	v15261
u31466	v11884
u850	v808
u163008	v29422
u181940	v44192
u51445	v64971
u14141	v7332
u20092	v7455
u204573	v35085
u17516	v11112
u8952	v39242
u1768	v15351
u1002	v11954
u42283	v5960
u31163	v13459
u133	v80350
u249013	v20077
u256434	v54085
u34461	v16364
u181940	v108345
u36138	v31748
u136058	v899
u77823	v21476
u67859	v21598
u6243	v502393
u748	v10965
u12991	v132953
u48197	v4156
u37676	v507
u251235	v899
u103693	v4547
u51957	v31042
u256434	v54085
u51957	v64674
u130681	v162131
u51445	v64971
u59122	v13915
u17734	v3184
u43734	v151325
u26015	v12049
u56139	v86250
u237785	v131291
u25039	v15323
u73774	v13108
u247274	v79404
u79452	v7798
u59283	v75701
u12215	v3184
u201683	v8334
u14543	v1036
u66456	v6381
u59796	v12496
u16602	v10604
u184856	v16625
u59284	v13904
u28946	v13359
u163156	v11252
u93634	v4918
u49029	v139117
u62792	v67049
u143429	v9468
u59284	v21038
u42667	v11446
u1106	v15743
u56620	v26139
u65514	v57918
u68798	v15258
u58686	v45448
u230376	v1376
u45533	v14250
u28102	v14355
u195669	v21070
u122968	v13897
u217394	v30863
u181644	v13227
u49255	v449
u59796	v13146
u16180	v11214
u51914	v120475
u1752	v79908
u220130	v12493
u850	v23209
u185460	v172
u66441	v22261
u49807	v1035
u56139	v17316
u54289	v3201
u10909	v13396
u34323	v8164
u2033	v14327
u59867	v472
u10469	v10324
u41751	v23209
u20640	v9476
u255138	v47569
u90175	v2524
u106704	v21455
u147338	v19939
u98314	v4556
u37946	v6881
u91102	v6793
u37391	v75007
u16915	v21387
u129680	v928
u82146	v4815
u133	v27720
u40199	v8643
u45533	v11881
u77823	v3218
u105154	v12468
u110949	v12903
u122968	v57328
u82146	v25
u86038	v37842
u55150	v102886
u122760	v1473
u185251	v10800
u24274	v15009
u55358	v30828
u39836	v15743
u19741	v1501
u108636	v13446
u45720	v12875
u50267	v7796
u14716	v6856
u240799	v5553
u53783	v12991
u168813	v22261
u22056	v11882
u60046	v25
u21380	v14990
u112676	v13308
u231094	v6293
u61583	v7994
u45720	v1483
u31466	v12055
u18151	v42728
u54405	v41096
u18151	v11872
u250505	v44899
u13880	v167
u88331	v27966
u68496	v44065
u37235	v4556
u206885	v13073
u240799	v29471
u117498	v96751
u72909	v26200
u181644	v6222
u213188	v66081
u144263	v33471
u74134	v25353
u58020	v11806
u82113	v25
u21380	v1554
u21380	v13921
u81824	v37455
u118709	v1008
u48637	v16020
u52589	v20714
u249013	v16466
u14141	v4987
u28031	v123
u93634	v4918
u38272	v21291
u48161	v127512
u17034	v175904
u58856	v18253
u250048	v189579
u51957	v435580
u81824	v5991
u2501	v4156
u2131	v3205
u186067	v2133943
u99922	v166526
u1106	v7920
u92420	v123
u48639	v21598
u28761	v47569
u149253	v25864
u143431	v9780
u49029	v139117
u109231	v27025
u55358	v28039
u195588	v4532
u46697	v11147
u37005	v58494
u30502	v3575
u76657	v170700
u50631	v70970
u266532	v19182
u21881	v1492
u54251	v23258
u51957	v22351
u61245	v24319
u66463	v624655
u199027	v812
u39302	v17879
u68155	v1157
u48083	v12495
u21380	v11134
u31466	v382
u15247	v205
u181644	v1554
u23264	v278
u1192	v653
u38058	v33222
u141204	v20497
u1834	v12094
u9803	v4843
u22335	v28675
u175516	v12617
u116062	v813
u98753	v42775
u25336	v4853
u204573	v210
u15206	v6510
u138360	v28675
u7860	v4156
u39105	v316
u288	v9953
u257034	v10965
u159682	v110119
u20423	v21545
u51445	v1285202
u87167	v8115
u88996	v38353
u47991	v15693
u163008	v24518
u1513	v12568
u24506	v138
u143429	v57043
u27184	v2593
u143004	v8844
u16474	v13984
u30961	v51304
u90580	v12575
u25336	v4821
u13999	v12927
u15492	v1050
u58774	v31973
u34323	v8164
u147899	v278
u76657	v33743
u184931	v12833
u25336	v16504
u103726	v984
u24436	v1177
u201445	v25376
u13383	v25967
u23687	v726679
u76627	v176025
u26970	v33542
u12314	v151381
u31943	v95612
u850	v3184
u1193	v14494
u48044	v11872
u58900	v3449
u52962	v9263
u68370	v82441
u44739	v71070
u230376	v22366
u24915	v80406
u27559	v39324
u62736	v68216
u31106	v6120
u229361	v36707
u68370	v82441
u100409	v8713
u32021	v3266
u5742	v20077
u20423	v349
u28880	v30525
u4787	v27050
u14838	v5874
u178972	v21029
u184856	v5455
u1319	v47569
u54488	v29309
u94175	v39242
u43127	v12621
u25321	v23989
u57056	v10824
u109481	v1305
u2448	v75007
u237785	v17228
u32447	v1282
u13480	v69521
u105154	v21324
u241131	v12118
u76791	v10965
u20640	v18009
u237512	v53085
u25321	v16055
u20714	v27780
u288	v654
u21389	v8020
u59122	v106066
u32738	v61274
u2874	v9664
u43905	v494
u43127	v51152
u49805	v39230
u249013	v1129
u101206	v126154
u37459	v210037
u72667	v15139
u62722	v73222
u26202	v11954
u80487	v13016
u50730	v21395
u107530	v4734
u78137	v4987
u224242	v74450
u29320	v30863
u169728	v29422
u260743	v14196
u68295	v39261
u2228	v473
u556	v12493
u59959	v7203
u181505	v17675
u51957	v435580
u198847	v9264
u11908	v31133
u32939	v15146
u58220	v8046
u37005	v2561
u144261	v181750
u74134	v82254
u11535	v176425
u32939	v29670
u57014	v6793
u48637	v811401
u198603	v27994
u22896	v20622
u21380	v219928
u26201	v9497
u83935	v57328
u39105	v958
u40536	v1231
u16255	v8135
u22259	v39242
u41875	v25
u83069	v6578
u219658	v16254
u51939	v447
u51957	v435580
u48071	v20280
u17238	v362400
u32744	v1782104
u29052	v18177
u35730	v28127
u50631	v70970
u36704	v22366
u181644	v13227
u34625	v21324
u25587	v700
u51445	v64971
u14287	v804605
u39302	v449
u4919	v110941
u12310	v3266
u13450	v11902
u2448	v34591
u48044	v15323
u96795	v26256
u73449	v4461
u44226	v12374
u208163	v110119
u40771	v18222
u50620	v11998
u135690	v7095
u51445	v64971
u22719	v5918
u15828	v20856
u36055	v205
u69593	v11100
u34323	v514
u52086	v10835
u34323	v8164
u61683	v5426
u100409	v27033
u41376	v51152
u180959	v26289
u91070	v22218
u204573	v210
u48208	v14828
u39802	v12818
u80552	v29816
u186394	v78297
u5067	v22366
u46901	v30863
u217270	v15193
u25110	v5918
u60486	v47
u15275	v17415
u88331	v5744
u213346	v1222
u55358	v30828
u34460	v1271
u81288	v19669
u78151	v103535
u21282	v33001
u211609	v21455
u15602	v12053
u140534	v15456
u39968	v51152
u53706	v23379
u34323	v12049
u45533	v9108
u17476	v5612
u87874	v6856
u17238	v9209
u66456	v577
u4403	v145830
u21380	v14990
u249013	v23468
u57014	v349
u88331	v13929
u55222	v42
u93379	v98472
u8388	v554
u142669	v68935
u61060	v31949
u106855	v19644
u11947	v13394
u2637	v7680
u59931	v20
u126257	v1760748
u93647	v49075
u14965	v564
u28946	v39230
u219658	v17777
u78275	v13447
u216787	v49484
u27483	v132346
u752	v1654176
u59179	v1071
u38074	v20006
u145413	v31748
u181455	v24002
u15275	v744
u21452	v35085
u27483	v19393
u1317	v12617
u47505	v66081
u234704	v146020
u77887	v39120
u34592	v70790
u4683	v1492
u37210	v1177
u12542	v726679
u6709	v808
u1416	v8959
u17238	v9209
u130681	v49484
u18568	v6120
u20714	v19518
u20640	v1163
u81824	v7670
u11571	v7069
u91070	v22218
u37676	v20500
u34323	v13682
u75708	v15351
u60893	v5004
u59638	v164722
u77887	v75955
u32744	v51231
u52970	v175904
u43905	v17795
u68155	v12458
u188400	v19178
u38074	v6120
u102	v1376
u59612	v11100
u90814	v22424
u79142	v6293
u26055	v14914
u107580	v12053
u20018	v1163
u29575	v17494
u6083	v1086
u7648	v22424
u47699	v27720
u58856	v13630
u81824	v1271
u258400	v49727
u40661	v1490
u43861	v147002
u59283	v33260
u29958	v7677
u8013	v561
u265904	v140749
u34323	v4829
u48276	v1598475
u97287	v6313
u45720	v29594
u1106	v4156
u41557	v15015
u90814	v22424
u4154	v110941
u239013	v2623
u33862	v31853
u240799	v144058
u56139	v86250
u2709	v112711
u15992	v121264
u84851	v28841
u20423	v18071
u17874	v6861
u12991	v925
u53930	v12818
u2228	v885559
u45808	v337
u230376	v19837
u173878	v608
u53938	v42655
u10503	v9305
u35270	v2593
u18179	v147002
u31251	v28369
u247092	v9707
u109481	v38920
u39619	v8224
u107530	v3372
u54251	v25146
u62274	v7796
u34872	v52287
u556	v1407
u72667	v10604
u96231	v32770
u93379	v6224
u148377	v1316
u97107	v655
u241131	v564
u60486	v3184
u3517	v549
u202050	v1118
u237785	v17228
u8388	v773
u39105	v19433
u15495	v9495
u48044	v1002
u97363	v21661
u33862	v21841
u239013	v14494
u6998	v124164
u53706	v4156
u50730	v386324
u178106	v10635
u28938	v171348
u36138	v57404
u148897	v40088
u72800	v15550
u26055	v2540
u45720	v25791
u50503	v129237
u48083	v133203
u204208	v3235
u57014	v1216
u49029	v139117
u50713	v39242
u47505	v11934
u2874	v5614
u34323	v18167
u15247	v114619
u133970	v10824
u151351	v111069
u47572	v16671
u188400	v4612
u51445	v64971
u17023	v681
u77823	v5939
u21380	v81579
u151828	v7521
u201683	v5222
u148605	v1108
u59959	v5222
u59867	v9953
u15598	v143883
u41751	v15314
u27935	v12232
u8952	v39242
u47542	v189
u32744	v7723
u10962	v7723
u42937	v31027
u188400	v12906
u2448	v11114
u54405	v41096
u13895	v3184
u25624	v8334
u221886	v76901
u36055	v205
u222359	v139866
u24873	v15341
u217394	v30863
u53109	v5918
u47505	v5874
u92202	v22463
u184856	v45847
u11947	v12862
u22719	v985
u233025	v15529
u133970	v61274
u230811	v111069
u22601	v6790
u45533	v27966
u106855	v4156
u80552	v241410
u74134	v25353
u24794	v13341
u49391	v1554
u44581	v14188
u33862	v44495
u39105	v102886
u230811	v4461
u64748	v49340
u52230	v33846
u98756	v5622
u4241	v42705
u67859	v1050
u31163	v13459
u1042	v204
u35819	v476
u52589	v22366
u43127	v12833
u87167	v10777
u91102	v13391
u133970	v41096
u17374	v13245
u179607	v28675
u58686	v1329
u239426	v25146
u37676	v980
u124076	v16953
u97744	v205
u145611	v899
u75708	v6222
u1296	v52205
u62736	v39261
u27367	v14855
u31083	v85008
u69093	v1492
u34625	v42706
u125639	v45831
u32021	v1283376
u40536	v22366
u39836	v23119
u82732	v23055
u49812	v36707
u30476	v7557
u250753	v404
u82113	v189
u26583	v172
u224175	v278
u28938	v40144
u104634	v1001525
u49812	v5779
u48637	v176425
u209734	v37641
u235830	v37273
u2637	v925
u59179	v17465
u134677	v1379
u96231	v11252
u52312	v4821
u19732	v12252
u2637	v16126
u104634	v30381
u51971	v578
u38272	v53848
u53545	v132016
u71312	v52878
u6083	v13630
u27483	v132346
u108636	v7723
u146757	v49111
u91568	v13589
u90814	v76581
u59638	v164722
u48133	v114619
u51957	v435580
u34460	v21455
u43127	v9250
u54405	v41096
u57581	v57918
u8388	v26207
u47328	v16195
u230969	v31973
u29211	v13897
u198662	v13740
u130314	v9707
u42406	v15071
u97287	v74668
u25110	v13047
u25152	v4848
u28310	v29405
u1537	v23187
u133970	v15085
u258400	v49727
u207123	v70160
u51445	v64971
u125639	v45831
u3793	v8228
u41557	v20622
u6318	v6023
u69093	v4556
u189342	v11902
u53545	v7297
u74134	v1220
u48550	v12009
u188400	v12906
u71211	v29422
u83311	v143225
u32208	v393798
u12194	v39242
u21380	v7535
u16170	v37842
u53203	v1192
u21501	v9953
u176753	v114
u265904	v140749
u36865	v20836
u48161	v13904
u256434	v54085
u14506	v34596
u15247	v555
u51957	v435580
u132803	v4156
u182169	v31875
u58020	v6293
u59796	v10799
u17730	v20
u20423	v12119
u227258	v20383
u33560	v6856
u49774	v6251
u229361	v15529
u34323	v4318
u80503	v4156
u3125	v20553
u5067	v147002
u103741	v424
u9595	v675
u49702	v15541
u116062	v1220
u6083	v12735
u62935	v578
u19066	v11682
u25321	v15087
u55150	v11990
u24672	v35085
u148897	v177
u230805	v13015
u21501	v422
u31106	v4448
u132611	v704396
u211609	v1225401
u91070	v316
u61109	v6293
u37676	v713
u72909	v46736
u73518	v19782
u4241	v771
u69093	v7723
u52563	v19359
u105100	v42706
u88105	v14924
u125665	v26194
u35434	v4156
u50152	v4549
u25321	v938
u64130	v837
u184856	v1760748
u53708	v23124
u139525	v1177
u59456	v27720
u6998	v998
u198227	v1760748
u22938	v700
u193073	v7913
u171559	v44441
u38272	v10965
u149548	v4640
u46145	v31047
u120193	v16220
u32880	v11681
u62189	v177
u287	v65011
u40736	v17710
u250505	v44899
u122968	v23313
u25041	v8228
u31971	v29483
u29177	v39242
u70839	v560405
u1834	v5455
u150863	v122072
u14046	v25562
u51914	v899
u24506	v575
u24915	v11681
u71211	v35833
u29320	v19879
u51939	v11934
u2538	v144620
u20423	v349
u199925	v4839
u39619	v102886
u3517	v885559
u96032	v13463
u144261	v181750
u149253	v34743
u44792	v13924
u72170	v1156
u49522	v2666
u48639	v23119
u147677	v11112
u1834	v3284
u129977	v6380
u104705	v12215
u22335	v15323
u59931	v10835
u50503	v22218
u216812	v11137
u61109	v1031
u25321	v4156
u59740	v4821
u31971	v2666
u14119	v6224
u61583	v946
u145413	v7234
u109481	v166334
u250753	v681
u147338	v45393
u55358	v25960
u22239	v4920
u68370	v82441
u86038	v1155
u28357	v11655
u43577	v11637
u156694	v8133
u264033	v21660
u48208	v14197
u59284	v4734
u19335	v8046
u1581	v8025
u133970	v1995366
u263418	v38353
u21380	v10604
u37037	v12508
u30526	v16671
u17566	v20489
u53706	v16119
u570	v1372
u51445	v64971
u128912	v1492
u224175	v7913
u56139	v17316
u204208	v6635
u22495	v239
u50267	v232087
u28102	v14355
u31163	v33826
u130957	v1065
u72667	v23917
u62068	v16350
u223170	v14713
u250033	v34133
u21380	v13212
u22531	v9156
u51445	v3524
u91070	v35085
u88489	v12991
u59796	v13146
u178972	v16254
u224175	v7913
u91774	v21558
u58900	v17465
u60211	v543
u2637	v7680
u28031	v13174
u103726	v32869
u28880	v30926
u2605	v9262
u105848	v390
u78099	v24535
u78137	v1109
u135368	v54044
u247092	v44353
u147338	v45393
u88716	v74896
u5663	v974
u44555	v466
u4646	v41961
u56620	v17955
u73138	v423
u83935	v45393
u201445	v30444
u24973	v85776
u80552	v143888
u22658	v1430
u34323	v8164
u107963	v4608
u41694	v25708
u24506	v68829
u21389	v32220
u75708	v36462
u86821	v78422
u25587	v17741
u56608	v1065
u86647	v6313
u14506	v25864
u14455	v3278
u58063	v23209
u34460	v1223
u20640	v564
u97426	v1163
u59283	v26570
u24915	v555
u200187	v9821
u62189	v12700
u17533	v5918
u197936	v1268
u73449	v136905
u115882	v13145
u115260	v47247
u40422	v31112
u73726	v21324
u4407	v17282
u55098	v69521
u27483	v132346
u88716	v97287
u186067	v17171
u73138	v43795
u104	v25597
u59283	v18170
u16535	v985
u54289	v24154
u83935	v57328
u120838	v11802
u38456	v7999
u54251	v21455
u58856	v57404
u248030	v29705
u14945	v1105
u6764	v9170
u11571	v16816
u225770	v654
u262559	v11178
u22259	v10604
u68798	v9498
u2637	v102886
u216629	v32374
u11067	v723
u13450	v105699
u24915	v9150
u230811	v1220
u31106	v26797
u69093	v1492
u25321	v13812
u38701	v476
u18406	v3235
u159682	v1283376
u22239	v4920
u13298	v136990
u39279	v1163
u76657	v149512
u2228	v22876
u21380	v57674
u30955	v74896
u145340	v14064
u55312	v43192
u21380	v784
u53489	v13231
u20423	v15139
u4407	v20250
u93634	v4918
u79486	v1158
u44236	v11856
u91774	v7792
u222298	v21324
u40422	v1394
u27483	v11173
u48083	v133203
u211794	v11362
u74134	v57268
u207123	v102017
u73774	v32783
u1338	v1441
u17435	v23209
u19066	v15146
u255611	v21660
u83935	v57328
u11908	v39242
u47596	v4556
u30961	v51304
u219658	v15577
u17982	v13812
u29099	v1598475
u50503	v19336
u210809	v1211
u139525	v19954
u13999	v12927
u53203	v6079
u25110	v278
u83935	v57328
u238676	v12700
u99922	v78624
u248686	v10604
u23999	v721
u252332	v21455
u121056	v6906
u1775	v19768
u22829	v12719
u1363	v23119
u11206	v17871
u59796	v5575
u84851	v648
u40407	v51152
u58900	v15862
u25041	v4556
u36259	v4156
u59867	v47
u38272	v31117
